StudentId,School,Class Period,Condition,Consent,Lunch Status,ELL,American Indian or Alaskan Native,Asian or Pacific Islander,Black,Hispanic,White,Two or More Races,6th Grade MSP Reading,6th Grade MSP Math,Student-Teacher Ratio,Learning Gain,Pre-Test,Post-Test,Number of Assists,# EX Problems Completed,# AP problems completed,# AP Problems correct,Attention Yes,Attention No,Attention Idle or ?,mood_neutral,mood_down,mood_up,mood_q,attention_idle,attention_q,attendance_present,attendance_missing,mood_neutral_attention_yes_attendance_present,mood_down_attention_yes_attendance_present,mood_up_attention_yes_attendance_present,mood_q_attention_yes_attendance_present
226,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,5,10,15,1,28,227,222,17,1,2,10,1,8,1,2,0,20,0,9,1,6,1
228,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,7,11,18,1,58,326,326,18,2,0,15,2,3,0,0,0,20,0,13,2,3,0
229,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,3,14,17,0,72,384,378,12,4,4,13,4,3,0,4,0,20,0,5,4,3,0
230,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,7,3,10,0,38,333,321,18,1,1,14,2,4,0,1,0,20,0,12,2,4,0
231,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,16,7,23,1,94,368,362,19,1,0,8,1,3,8,0,0,20,0,7,1,3,8
232,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,8,9,17,1,59,395,395,19,1,0,16,4,0,0,0,0,20,0,15,4,0,0
233,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,5,2,7,1,29,265,260,13,4,3,13,2,3,2,1,2,20,0,11,1,1,0
234,Hamilton,5,tablet,NA,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,NA,NA,17,0,58,348,344,18,1,1,6,1,1,12,0,1,20,0,6,1,0,11
235,Hamilton,5,tablet,NA,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,21,6,27,2,30,287,275,18,2,0,13,5,1,1,0,0,20,0,12,4,1,1
236,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,12,5,17,2,27,300,294,20,0,0,3,3,0,14,0,0,20,0,3,3,0,14
238,Hamilton,5,tablet,NA,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,15,10,25,1,66,376,363,18,1,1,14,2,4,0,1,0,20,0,13,2,3,0
239,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,16,11,27,1,58,394,392,17,1,1,13,1,4,1,1,0,19,0,12,1,3,1
240,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,16,11,27,2,60,375,375,18,0,1,16,3,0,0,1,0,19,0,15,3,0,0
242,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,2,10,12,3,16,292,286,13,4,2,9,8,2,0,2,0,19,0,6,6,1,0
243,Hamilton,5,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,6,5,11,1,19,221,213,19,0,1,15,2,2,1,0,1,19,1,15,2,2,0
244,Hamilton,5,tablet,no,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,12,9,10,19,1,76,348,344,18,0,2,7,13,0,0,2,0,20,0,7,11,0,0
246,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,15,3,18,1,37,266,259,23,1,0,20,2,0,2,0,0,24,0,20,2,0,1
247,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,15,13,28,1,78,409,401,23,1,0,19,1,1,3,0,0,24,0,18,1,1,3
248,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,2,13,15,0,31,298,289,24,0,0,22,1,1,0,0,0,24,0,22,1,1,0
249,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,18,12,30,2,72,408,403,22,2,0,22,2,0,0,0,0,24,0,20,2,0,0
250,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,8,10,18,1,42,355,348,22,2,0,18,5,1,0,0,0,24,0,17,5,0,0
251,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,5,8,13,0,32,317,311,20,3,0,5,1,1,16,0,0,23,0,4,0,0,16
252,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,13,10,23,2,59,384,382,22,1,1,9,6,0,9,1,0,24,0,8,5,0,9
253,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,24,3,27,2,17,266,254,22,2,0,18,2,4,0,0,0,24,0,17,1,4,0
254,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,1,10,11,2,13,385,372,22,2,0,14,4,5,1,0,0,24,0,14,4,3,1
255,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,8,12,20,2,39,397,395,22,1,0,19,2,1,1,0,0,23,0,19,1,1,1
256,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,14,13,27,1,20,313,307,21,3,0,19,0,4,1,0,0,24,0,17,0,3,1
257,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,13,5,18,1,55,418,408,22,0,1,1,0,0,22,1,0,23,0,0,0,0,22
258,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,6,10,16,1,13,352,343,20,4,0,9,3,12,0,0,0,24,0,9,3,8,0
260,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,14,11,25,1,41,280,270,19,4,0,17,6,0,0,0,0,23,0,15,4,0,0
261,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,17,8,25,1,32,370,359,21,2,0,5,2,1,15,0,0,23,0,5,1,1,14
262,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,3,11,14,1,20,226,217,20,4,0,13,5,6,0,0,0,24,0,12,4,4,0
263,Hamilton,6,tablet,no,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,9,14,23,3,31,385,357,23,1,0,20,3,1,0,0,0,24,0,19,3,1,0
264,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,26,3,29,2,18,195,191,21,3,0,4,0,1,19,0,0,24,0,1,0,1,19
479,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,7,13,20,0,33,243,239,0,0,23,0,0,0,23,0,23,0,23,0,0,0,0
480,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,8,8,16,1,34,320,314,22,2,0,3,6,0,15,0,0,24,0,3,5,0,14
481,Hamilton,6,tablet,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,11,16,12,28,0,0,0,0,23,1,0,20,1,0,3,0,0,24,0,19,1,0,3
5101,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,12,4,16,0,88,464,432,19,4,3,26,0,0,0,3,0,26,0,19,0,0,0
5102,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,15,11,26,0,71,397,324,21,1,4,26,0,0,0,4,0,26,0,21,0,0,0
5103,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,2,6,8,1,81,423,300,22,0,4,26,0,0,0,4,0,26,0,22,0,0,0
5104,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,16,10,26,0,105,396,365,20,0,6,26,0,0,0,6,0,26,0,20,0,0,0
5105,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,6,11,17,0,79,455,432,17,2,7,26,0,0,0,7,0,26,0,17,0,0,0
5106,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,4,10,14,0,53,424,318,18,3,5,25,1,0,0,5,0,26,0,17,1,0,0
5107,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,NA,NA,NA,0,79,448,413,16,4,6,26,0,0,0,6,0,26,0,16,0,0,0
5108,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,16,11,27,0,102,485,459,22,1,3,26,0,0,0,3,0,26,0,22,0,0,0
5109,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,3,13,16,0,76,269,248,18,3,5,26,0,0,0,5,0,26,0,18,0,0,0
5110,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,9,10,19,1,81,364,331,18,5,3,26,0,0,0,3,0,26,0,18,0,0,0
5111,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,7,9,16,0,16,362,351,0,0,26,0,0,0,26,0,26,0,26,0,0,0,0
5112,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,2,12,14,1,15,294,276,13,11,2,12,14,0,0,2,0,26,0,10,3,0,0
5113,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,2,14,16,0,71,318,299,21,1,4,24,2,0,0,4,0,26,0,19,2,0,0
5114,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,6,9,15,1,82,449,388,19,2,5,26,0,0,0,5,0,26,0,19,0,0,0
5115,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,0,14,14,0,48,402,361,22,1,3,26,0,0,0,3,0,26,0,22,0,0,0
5117,Hamilton,3,paper,y,10,1.9,0.4,10.8,2.3,7.1,72.1,7.3,90.4,88.2,8,NA,NA,NA,0,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,6.5,4,10.5,1,627,72,68,30,5,7,32,4,0,6,1,6,36,6,26,4,0,0
412,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,6.5,4,10.5,1,645,98,70,8,6,28,13,0,1,28,0,28,14,28,8,0,0,0
414,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,0,6,6,1,754,126,114,32,7,2,30,6,2,3,0,2,40,1,25,5,0,2
415,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,7,6,13,1,718,99,88,36,5,0,38,3,0,0,0,0,41,0,33,3,0,0
416,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,4,6,10,1,527,67,29,30,11,1,34,1,6,1,1,0,42,0,27,1,1,1
417,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,4.5,9,13.5,1,705,91,84,28,12,1,35,2,4,0,1,0,41,0,25,0,3,0
418,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,6.5,3,9.5,1,669,98,88,28,13,2,36,3,3,1,1,1,42,1,26,1,1,0
419,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,6,8,14,1,755,92,83,31,11,1,37,2,3,1,0,1,42,1,29,1,1,0
420,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,10.5,4,14.5,0,993,132,126,36,3,4,37,1,5,0,4,0,43,0,32,1,3,0
423,Lakota,2,tablet,no,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,10,11,2,689,110,82,24,15,2,28,6,6,1,1,1,41,0,22,2,0,0
424,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,9,10,5,785,124,59,28,13,0,32,3,6,0,0,0,41,0,25,3,0,0
425,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,4.5,4,8.5,2,680,65,61,32,5,4,36,0,1,4,0,4,37,4,32,0,0,0
426,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,5,6,2,542,67,60,29,12,0,34,4,3,0,0,0,41,0,25,2,2,0
429,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,12,0,12,3,606,95,81,17,16,8,24,5,3,9,0,8,33,8,15,1,0,1
430,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,10,3,13,0,659,76,58,10,29,2,8,33,0,0,1,1,41,0,5,5,0,0
431,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,5,6,11,1,934,152,95,37,4,1,37,2,3,0,1,0,42,0,34,2,1,0
432,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,10,3,13,2,952,153,136,33,7,1,36,3,1,1,1,0,41,0,30,2,0,1
433,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,7,4,11,0,355,32,27,4,8,29,5,7,0,29,0,29,12,29,3,1,0,0
434,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,5,9,14,0,713,105,91,30,11,1,39,1,2,0,1,0,42,0,28,1,1,0
435,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,6.5,1,7.5,1,424,69,53,24,15,2,32,7,1,1,1,1,40,1,19,4,1,0
436,Lakota,2,tablet,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,4,4,8,1,687,120,109,39,3,0,37,3,0,2,0,0,42,0,34,3,0,2
437,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,2.5,8,10.5,0,845,90,82,37,5,0,42,0,0,0,0,0,42,0,37,0,0,0
438,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,3,7,10,1,857,83,53,14,0,28,14,0,0,28,0,28,14,28,14,0,0,0
439,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-0.5,13,12.5,0,1280,166,161,39,2,0,39,2,0,0,0,0,41,0,37,2,0,0
440,Lakota,2,tablet,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,10.5,3,13.5,2,614,104,92,35,5,2,37,1,4,0,0,2,42,0,33,1,1,0
5401,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,6,11,17,0,404,160,134,22,9,0,27,1,3,0,0,0,31,0,21,0,1,0
5402,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,5,14,19,3,392,258,240,44,8,3,35,7,1,12,0,3,55,0,33,2,0,9
5403,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-1.5,10,8.5,1,286,164,130,34,8,0,38,2,1,1,0,0,42,0,33,0,0,1
5404,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,4,7,11,0,274,399,246,35,7,0,38,0,4,0,0,0,42,0,33,0,2,0
5405,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,2,9,11,1,322,107,83,33,7,3,29,5,5,4,0,3,40,3,28,2,2,1
5406,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,7,5,12,1,335,219,174,33,9,0,39,2,0,1,0,0,42,0,32,1,0,0
5407,Lakota,1,paper,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-0.5,13,12.5,2,333,395,317,40,3,0,40,1,2,0,0,0,43,0,38,1,1,0
5408,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,16,5,21,2,282,114,87,35,6,1,35,1,5,1,0,1,41,1,34,1,0,0
5409,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,16,5,21,1,255,247,184,31,0,0,30,1,0,0,0,0,31,0,30,1,0,0
5410,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,2.5,10,12.5,0,311,247,223,48,5,0,47,6,0,0,0,0,53,0,43,5,0,0
5411,Lakota,1,paper,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,5,3,8,2,28,138,130,32,9,1,36,4,1,1,0,1,42,0,30,2,0,0
5412,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,0.5,11,11.5,0,188,128,119,30,0,12,30,0,0,12,0,12,30,12,30,0,0,0
5413,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,1,12,13,2,212,105,59,45,5,3,48,1,2,2,1,2,52,1,43,1,1,0
5414,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,9,1,10,0,142,22,10,28,12,1,34,4,2,1,0,1,41,0,25,2,1,0
5415,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,5,10,15,0,446,426,349,29,2,0,23,2,4,2,0,0,31,0,23,2,2,2
5416,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,5,13,18,0,371,401,346,36,5,2,41,2,0,0,2,0,43,0,35,1,0,0
5417,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,5,11,16,3,355,135,117,33,8,2,40,1,2,0,0,2,43,0,32,1,0,0
5418,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-1,12,11,0,0,0,0,38,3,1,41,1,0,0,0,1,42,0,37,1,0,0
5419,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,10.5,7,17.5,2,358,178,158,40,2,0,38,3,1,0,0,0,42,0,36,3,1,0
5420,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,6.5,6,12.5,2,246,275,225,36,7,0,40,2,1,0,0,0,43,0,33,2,1,0
5422,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,5,10,15,0,489,278,226,37,4,2,42,1,0,0,2,0,43,0,36,1,0,0
5423,Lakota,1,paper,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,6.5,6,12.5,0,168,61,52,28,11,2,36,2,2,1,0,2,40,1,28,0,0,0
5424,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,-3,16,13,2,46,71,49,28,13,0,38,1,1,1,0,0,41,0,27,0,1,0
5425,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,12.5,4,16.5,2,191,74,55,34,7,0,36,0,4,1,0,0,41,0,33,0,0,1
5426,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,NA,NA,14.5,0,102,33,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,12,12,24,0,622,284,280,28,4,31,33,0,0,30,1,30,33,30,28,0,0,0
345,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,7.5,3,10.5,2,544,270,233,60,2,1,62,0,0,1,0,1,62,1,60,0,0,0
346,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,5.5,11,16.5,4,359,191,180,48,13,2,60,0,2,1,1,1,63,0,48,0,0,0
347,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,3,5,8,0,415,195,167,60,3,0,61,0,2,0,0,0,63,0,58,0,2,0
348,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,12,12,24,0,756,245,242,50,10,3,60,1,0,2,1,2,61,2,50,0,0,0
