StudentId,School,Class Period,Condition,Consent,Lunch Status,ELL,American Indian or Alaskan Native,Asian or Pacific Islander,Black,Hispanic,White,Two or More Races,6th Grade MSP Reading,6th Grade MSP Math,Student-Teacher Ratio,Learning Gain,Pre-Test,Post-Test,Number of Assists,# EX Problems Completed,# AP problems completed,# AP Problems correct,Attention Yes,Attention No,Attention Idle or ?,mood_neutral,mood_down,mood_up,mood_q,attention_idle,attention_q,attendance_present,attendance_missing,mood_neutral_attention_yes_attendance_present,mood_down_attention_yes_attendance_present,mood_up_attention_yes_attendance_present,mood_q_attention_yes_attendance_present
5422,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,108.3333333,12,13,NA,128,122,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5423,Lakota,1,paper,NA,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,200,1,2,NA,107,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5424,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,175,4,7,NA,170,29,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5425,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,366.6666667,3,11,NA,0,59,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5426,Lakota,1,paper,y,53,7,0.6,16.1,12.1,18.9,37.8,14.4,69.5,55,26,86.66666667,15,13,NA,47,113,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,138.4615385,13,18,0,604,236,233,60,2,2,60,2,2,0,0,2,64,0,60,0,0,0
345,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,175,4,7,1,350,208,195,62,0,2,60,4,0,0,2,0,64,0,60,2,0,0
346,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,66.66666667,9,6,0,244,175,167,52,2,10,52,6,0,6,0,10,60,4,46,6,0,0
347,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,50,6,3,0,238,144,129,0,0,66,0,0,0,66,0,66,0,66,0,0,0,0
348,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,212.5,8,17,1,434,201,199,40,4,22,48,4,0,14,0,22,52,14,40,0,0,0
350,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,NA,NA,3,0,288,146,137,0,0,66,0,0,0,66,0,66,0,66,0,0,0,0
351,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,100,16,16,0,622,235,231,64,0,0,64,0,0,0,0,0,64,0,64,0,0,0
352,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,81.25,16,13,2,267,208,191,58,2,4,62,2,0,0,0,4,64,0,58,0,0,0
353,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,66.66666667,6,4,4,167,97,88,60,0,4,60,4,0,0,0,4,64,0,58,2,0,0
354,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,750,2,15,0,287,194,181,66,0,0,66,0,0,0,0,0,66,0,66,0,0,0
355,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,190,10,19,1,314,172,163,62,2,0,62,0,2,0,0,0,64,0,60,0,2,0
356,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,129.4117647,17,22,1,431,227,214,54,8,2,58,2,2,2,0,2,62,2,52,0,2,0
357,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,180,5,9,0,388,213,192,60,4,0,64,0,0,0,0,0,64,0,60,0,0,0
358,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,138.4615385,13,18,1,484,243,241,58,2,6,62,0,4,0,0,6,66,0,56,0,2,0
359,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,95.45454545,22,21,0,628,261,261,62,2,0,64,0,0,0,0,0,64,0,62,0,0,0
360,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,320,5,16,0,441,238,219,54,4,6,58,4,0,2,0,6,64,0,52,2,0,0
361,South Shore,1,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,153.8461538,13,20,1,663,260,258,64,0,2,64,2,0,0,0,2,66,0,62,2,0,0
363,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,161.5384615,13,21,0,645,241,237,56,0,8,58,6,0,0,0,8,64,0,52,4,0,0
364,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,113.3333333,15,17,0,384,245,243,56,6,4,62,2,2,0,0,4,66,0,52,2,2,0
365,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,126.6666667,15,19,0,582,258,256,58,4,2,64,0,0,0,0,2,64,0,58,0,0,0
366,South Shore,1,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,150,4,6,1,320,176,162,58,4,4,58,6,0,2,0,4,64,2,54,4,0,0
367,South Shore,1,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,NA,NA,13,0,179,96,90,54,4,6,62,0,2,0,0,6,64,0,54,0,0,0
368,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,140,10,14,6,96,63,60,52,6,6,62,2,0,0,0,6,64,0,52,0,0,0
375,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,83.33333333,12,10,2,202,86,79,46,4,4,50,4,0,0,2,2,54,0,42,4,0,0
376,South Shore,4,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,170,10,17,1,834,191,189,52,0,2,54,0,0,0,2,0,54,0,52,0,0,0
377,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,500,2,10,4,200,91,70,32,20,2,28,20,6,0,0,2,54,0,18,10,4,0
378,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,135.7142857,14,19,0,808,212,212,52,0,2,48,0,6,0,0,2,54,0,48,0,4,0
379,South Shore,4,tablet,no,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,600,1,6,0,249,84,62,0,0,54,0,0,0,54,0,54,0,54,0,0,0,0
380,South Shore,4,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,300,1,3,3,162,112,109,42,6,6,40,12,0,2,0,6,52,2,34,8,0,0
381,South Shore,4,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,#VALUE!,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,100,6,6,0,252,203,178,40,18,8,60,4,0,2,0,8,64,2,36,4,0,0
383,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,200,5,10,0,414,192,175,52,0,2,52,2,0,0,2,0,54,0,50,2,0,0
384,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,90.90909091,11,10,2,408,145,143,48,2,4,46,6,2,0,0,4,54,0,42,4,2,0
385,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,126.6666667,15,19,0,645,211,209,50,0,4,50,0,0,4,0,4,50,4,50,0,0,0
386,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,180,5,9,2,372,187,113,42,2,10,42,8,0,4,2,8,50,4,38,4,0,0
387,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,300,5,15,2,393,155,121,52,0,2,54,0,0,0,2,0,54,0,52,0,0,0
388,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,242.8571429,7,17,0,835,217,211,48,4,2,52,0,0,2,0,2,54,0,48,0,0,0
389,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,188.8888889,9,17,1,385,129,129,48,0,6,48,0,0,6,0,6,50,4,48,0,0,0
390,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,187.5,8,15,1,411,193,191,52,2,0,40,12,2,0,0,0,54,0,40,10,2,0
391,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,100,14,14,0,1006,216,216,50,0,4,54,0,0,0,2,2,54,0,50,0,0,0
392,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,100,12,12,1,392,189,187,52,2,0,50,0,4,0,0,0,54,0,48,0,4,0
393,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,105.2631579,19,20,0,930,214,214,46,2,6,44,6,0,4,0,6,50,4,44,2,0,0
395,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,95.45454545,22,21,1,727,196,194,54,0,0,52,0,2,0,0,0,54,0,52,0,2,0
397,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,180,5,9,3,285,85,73,48,6,0,46,8,0,0,0,0,54,0,42,6,0,0
398,South Shore,4,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,187.5,8,15,3,528,188,188,50,0,4,52,0,0,2,0,4,52,2,50,0,0,0
399,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,150,6,9,3,412,180,144,26,14,14,6,34,0,14,0,14,40,14,6,20,0,0
400,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,115,10,11.5,1,634,210,210,52,0,2,50,0,4,0,2,0,54,0,50,0,2,0
401,South Shore,4,tablet,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,300,3,9,0,314,84,84,0,0,54,0,0,0,54,0,54,0,54,0,0,0,0
402,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,106.25,16,17,1,807,215,215,40,12,2,50,2,0,2,0,2,52,2,40,0,0,0
403,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,187.5,8,15,0,529,205,203,54,0,0,52,0,2,0,0,0,54,0,52,0,2,0
404,South Shore,4,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,28,87.5,16,14,0,612,206,206,50,2,2,50,0,4,0,2,0,54,0,48,0,2,0
472,South Shore,1,tablet,no,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,155.5555556,9,14,2,369,186,186,62,4,0,62,4,0,0,0,0,66,0,60,2,0,0
489,South Shore,1,tablet,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,27,50,2,1,2,325,219,182,60,4,2,60,6,0,0,0,2,66,0,54,6,0,0
5301,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,316.6666667,6,19,1,67,242,229,17,0,8,17,0,0,8,0,8,17,8,17,0,0,0
5302,South Shore,3,paper,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,300,2,6,1,73,181,113,15,6,4,20,0,4,1,0,4,24,1,14,0,1,0
5303,South Shore,3,paper,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,250,2,5,1,50,170,145,9,12,4,21,2,0,2,0,4,23,2,9,0,0,0
5304,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,#VALUE!,20,NA,0,0,0,0,11,11,2,8,15,0,1,0,2,23,1,8,3,0,0
5305,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,95.23809524,21,20,0,0,231,216,20,3,2,25,0,0,0,0,2,25,0,20,0,0,0
5306,South Shore,3,paper,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,158.3333333,12,19,1,0,0,0,20,0,5,21,0,0,4,0,5,21,4,20,0,0,0
5307,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,0,4,0,1,37,113,81,19,4,2,23,1,1,0,0,2,25,0,19,0,0,0
5308,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,111.1111111,18,20,1,64,250,208,16,4,5,19,0,6,0,0,5,25,0,15,0,1,0
5309,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,117.6470588,17,20,0,58,282,273,4,1,20,5,0,0,20,0,20,5,20,4,0,0,0
5310,South Shore,3,paper,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,300,5,15,0,44,162,109,14,2,9,17,0,0,8,0,9,18,7,14,0,0,0
5311,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,100,19,19,0,72,247,224,1,0,24,1,0,0,24,0,24,1,24,1,0,0,0
5313,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,137.5,8,11,1,71,206,191,19,1,5,24,0,0,1,0,5,24,1,19,0,0,0
5314,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,161.5384615,13,21,0,73,279,251,0,0,25,0,0,0,25,0,25,0,25,0,0,0,0
5315,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,90.90909091,11,10,1,71,258,229,14,8,3,24,1,0,0,0,3,25,0,14,0,0,0
5316,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,100,17,17,1,62,189,182,12,0,13,12,0,0,13,0,13,12,13,12,0,0,0
5317,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,71.42857143,7,5,0,91,199,138,16,8,1,21,0,4,0,0,1,25,0,16,0,0,0
5318,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,118.75,16,19,0,81,274,244,5,0,20,6,0,0,19,0,20,6,19,5,0,0,0
5319,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,450,4,18,2,44,226,192,24,0,1,25,0,0,0,0,1,25,0,24,0,0,0
5320,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,166.6666667,6,10,0,70,281,203,4,4,17,12,0,0,13,0,17,12,13,4,0,0,0
5321,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,130.7692308,13,17,1,40,317,280,16,6,3,23,0,0,2,0,3,23,2,16,0,0,0
5322,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,85,20,17,0,62,193,179,7,0,18,7,0,0,18,0,18,7,18,7,0,0,0
5323,South Shore,3,paper,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,158.3333333,12,19,0,77,285,277,4,0,21,4,0,0,21,0,21,4,21,4,0,0,0
5324,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,129.4117647,17,22,0,71,310,285,10,1,14,9,2,0,14,0,14,11,14,9,1,0,0
5325,South Shore,3,paper,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,300,2,6,0,31,44,28,6,2,17,8,3,0,14,0,17,13,12,5,1,0,0
5326,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,275,4,11,6,69,246,170,20,4,1,24,0,0,1,0,1,24,1,20,0,0,0
5327,South Shore,3,paper,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,140,5,7,1,55,212,120,9,10,6,19,2,1,3,0,6,22,3,7,2,0,0
5331,South Shore,3,paper,y,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,110.5263158,19,21,0,66,317,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5312,South Shore,3,paper,NA,63.6,16.3,1,27.1,41.3,10.5,11.2,8.9,70.3,56.7,30,NA,NA,18,NA,46,192,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,350,6,21,0,807,164,158,32,3,7,38,0,0,4,2,5,39,3,32,0,0,0
445,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,137.5,16,22,0,1270,190,190,36,2,5,39,0,4,0,5,0,43,0,32,0,4,0
446,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,122.2222222,18,22,0,1352,180,180,33,7,3,33,9,1,0,3,0,43,0,31,2,0,0
447,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,220,10,22,0,1363,181,181,37,0,6,43,0,0,0,6,0,43,0,37,0,0,0
448,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,137.5,16,22,0,1489,181,179,39,0,3,40,0,2,0,3,0,42,0,38,0,1,0
449,TAFA,2,tablet,NA,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,200,4,8,3,534,83,78,16,1,26,18,0,0,25,0,26,18,25,16,0,0,0
450,TAFA,2,tablet,NA,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,271.4285714,7,19,0,715,112,106,38,3,2,43,0,0,0,2,0,43,0,38,0,0,0
451,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,400,3,12,3,713,117,115,37,3,3,43,0,0,0,3,0,43,0,37,0,0,0
452,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,225,8,18,1,846,107,105,37,2,4,42,0,0,1,3,1,43,0,37,0,0,0
454,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,115.7894737,19,22,0,1123,182,182,39,0,3,42,0,0,0,3,0,42,0,39,0,0,0
455,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,177.7777778,9,16,3,546,101,83,38,2,2,41,1,0,0,2,0,42,0,38,0,0,0
456,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,1800,1,18,2,630,93,91,40,1,1,40,1,1,0,1,0,42,0,38,1,1,0
457,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,125,8,10,3,596,82,74,39,1,2,40,0,2,0,2,0,42,0,38,0,1,0
458,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,375,4,15,0,849,91,91,39,0,3,35,0,7,0,3,0,42,0,33,0,6,0
459,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,500,3,15,1,672,88,83,36,2,5,39,0,2,2,3,2,43,0,35,0,1,0
460,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,80,15,12,0,1274,194,194,33,4,6,39,0,3,1,5,1,43,0,31,0,2,0
461,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,300,7,21,0,913,99,95,40,0,2,41,0,1,0,2,0,42,0,39,0,1,0
462,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,220,10,22,0,1168,194,194,40,0,3,43,0,0,0,3,0,43,0,40,0,0,0
463,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,200,10,20,0,1096,135,132,40,0,2,41,1,0,0,2,0,42,0,39,1,0,0
464,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,237.5,8,19,0,805,149,149,33,4,6,39,1,1,2,4,2,41,2,33,0,0,0
465,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,275,4,11,1,1037,141,139,37,1,5,43,0,0,0,5,0,43,0,37,0,0,0
466,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,120,5,6,2,687,83,79,41,0,1,42,0,0,0,1,0,42,0,41,0,0,0
467,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,166.6666667,9,15,0,741,80,77,39,1,2,41,0,1,0,2,0,42,0,38,0,1,0
469,TAFA,2,tablet,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,26,633.3333333,3,19,0,820,117,108,37,3,3,43,0,0,0,3,0,43,0,37,0,0,0
5201,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,228.5714286,7,16,0,226,165,150,59,10,1,63,0,7,0,1,0,70,0,56,0,3,0
5203,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,400,1,4,0,66,113,68,78,1,3,81,0,1,0,3,0,82,0,77,0,1,0
5204,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,233.3333333,9,21,2,263,177,144,77,1,4,80,0,2,0,4,0,82,0,76,0,1,0
5205,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,133.3333333,6,8,1,217,117,89,73,6,3,81,0,1,0,3,0,82,0,72,0,1,0
5206,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,300,3,9,0,207,147,75,77,1,4,79,0,3,0,4,0,82,0,76,0,1,0
5207,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,NA,16,NA,1,218,92,88,78,0,4,81,0,0,1,2,2,81,1,78,0,0,0
5208,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,250,8,20,0,199,173,155,11,1,70,12,0,0,70,0,70,12,70,11,0,0,0
5209,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,141.6666667,12,17,0,148,157,139,14,0,68,14,0,0,68,0,68,14,68,14,0,0,0
5210,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,115.7894737,19,22,1,224,225,207,61,17,4,74,2,6,0,3,1,82,0,59,0,2,0
5211,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,260,5,13,0,196,153,115,65,12,5,78,2,1,1,4,1,82,0,64,0,1,0
5212,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,NA,NA,10,0,94,62,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5213,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,233.3333333,9,21,0,262,164,142,79,1,2,81,1,0,0,2,0,82,0,78,1,0,0
5214,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,75,8,6,2,175,146,114,46,30,6,77,3,1,1,4,2,82,0,46,0,0,0
5215,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,285.7142857,7,20,0,246,192,165,68,7,7,77,4,1,0,7,0,82,0,66,2,0,0
5216,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,116.6666667,18,21,0,232,209,180,79,1,2,76,0,6,0,2,0,82,0,75,0,4,0
5217,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,222.2222222,9,20,0,245,180,164,73,3,6,78,0,3,1,5,1,82,0,70,0,3,0
5218,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,216.6666667,6,13,2,216,150,107,74,1,7,82,0,0,0,7,0,82,0,74,0,0,0
5219,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,244.4444444,9,22,0,245,263,238,76,0,6,82,0,0,0,6,0,82,0,76,0,0,0
5220,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,175,8,14,0,226,143,118,78,2,2,81,0,1,0,2,0,82,0,77,0,1,0
5221,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,233.3333333,9,21,0,235,167,131,75,5,2,82,0,0,0,2,0,82,0,75,0,0,0
5222,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,333.3333333,3,10,1,238,201,157,74,5,3,79,0,3,0,3,0,82,0,72,0,2,0
5223,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,400,5,20,0,247,197,172,79,2,1,82,0,0,0,1,0,82,0,79,0,0,0
5224,TAFA,1,paper,y,50.8,5.7,2.3,14.9,14.6,23.4,31.4,13.4,68,64,24,233.3333333,9,21,0,242,197,197,76,2,4,79,0,3,0,4,0,82,0,73,0,3,0
